PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,5,1,1,32,0,31,0,1
1,Cider,5,50,50,81,0,31,0,1
2,Cider,5,100,100,131,0,31,0,1
1,Tequila shot,20,181,201,221,20,40,20,0
4,White Wine,5,200,277,434,77,234,77,1
2,Red Wine,5,231,328,496,97,265,97,1
6,Beer,5,300,440,658,140,358,140,1
1,Martini,20,224,303,684,79,460,79,2
7,Beer,5,350,501,720,151,370,151,1
0,Bloody Mary,10,182,226,735,44,553,44,3
5,Martini,20,250,379,786,129,536,129,2
8,Gin and Tonic,20,400,577,837,177,437,177,1
12,Tequila shot,20,600,842,862,242,262,242,0
11,Beer,5,550,740,1076,190,526,190,1
4,Gin and Tonic,20,585,791,1152,206,567,206,1
14,White Wine,5,700,969,1467,269,767,269,1
1,Cider,5,794,1081,1630,287,836,287,1
7,Gin and Tonic,20,820,1157,1732,337,912,337,1
5,Gin and Tonic,20,896,1284,1959,388,1063,388,1
9,Mojito,15,450,628,2056,178,1606,178,3
8,Gin and Tonic,20,947,1386,2106,439,1159,439,1
19,White Wine,5,950,1411,2117,461,1167,461,1
20,White Wine,5,1000,1473,2178,473,1178,473,1
10,Margarita,15,500,689,2198,189,1698,189,3
21,Beer,5,1050,1549,2234,499,1184,499,1
22,Beer,5,1100,1600,2295,500,1195,500,1
16,Martini,20,800,1106,2320,306,1520,306,2
0,Draft Beer,10,886,1233,2539,347,1653,347,2
29,White Wine,5,1450,2122,2752,672,1302,672,1
6,Margarita,15,759,1045,2873,286,2114,286,3
20,Vodka shot,20,2328,2955,2975,627,647,627,0
17,Bloody Mary,10,850,1182,3170,332,2320,332,3
7,White Wine,5,1842,2503,3231,661,1389,661,1
3,B52,20,150,150,3282,0,3132,0,9
18,Bloody Mary,10,900,1309,3348,409,2448,409,3
27,Martini,20,1350,1990,3373,640,2023,640,2
2,Pina Colada,20,646,893,3398,247,2752,247,4
28,Draft Beer,10,1400,2061,3438,661,2038,661,2
15,Pina Colada,20,750,1020,3539,270,2789,270,4
19,White Wine,5,2267,2879,3550,612,1283,612,1
21,White Wine,5,2334,2980,3686,646,1352,646,1
23,Mojito,15,1150,1661,3706,511,2556,511,3
1,Draft Beer,10,1731,2377,3773,646,2042,646,2
12,Pina Colada,20,865,1208,3849,343,2984,343,4
25,Cosmopolitan,5,1250,1813,3859,563,2609,563,3
26,Bloody Mary,10,1300,1914,3925,614,2625,614,3
0,Red Wine,5,2639,3312,3961,673,1322,673,1
7,Vodka shot,20,3381,3966,3987,585,606,585,0
5,Draft Beer,10,2070,2696,4002,626,1932,626,2
29,Gin and Tonic,20,2902,3555,4204,653,1302,653,1
10,Martini,20,2279,2904,4229,625,1950,625,2
14,Cosmopolitan,5,1618,2265,4239,647,2621,647,3
6,Cider,5,2954,3630,4250,676,1296,676,1
15,Tequila shot,20,3660,4255,4275,595,615,595,0
11,Pina Colada,20,1176,1686,4350,510,3174,510,4
24,Pina Colada,20,1200,1737,4401,537,3201,537,4
17,Beer,5,3320,3930,4563,610,1243,610,1
28,Red Wine,5,3539,4159,4852,620,1313,620,1
20,Draft Beer,10,2978,3656,4918,678,1940,678,2
29,Tequila shot,20,4314,4923,4943,609,629,609,0
