PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,1,1,26,0,25,0,0
1,Cider,25,51,51,76,0,25,0,0
2,Cider,25,101,101,126,0,25,0,0
3,B52,200,151,151,351,0,200,0,0
1,Tequila shot,20,176,356,377,180,201,180,0
7,Beer,25,351,382,407,31,56,31,0
5,Red Wine,25,251,412,438,161,187,161,0
4,White Wine,25,201,443,468,242,267,242,0
3,Beer,25,361,473,499,112,138,112,0
10,Beer,25,501,504,529,3,28,3,0
1,Gin and Tonic,40,380,534,574,154,194,154,0
11,Tequila shot,20,551,580,600,29,49,29,0
12,White Wine,25,601,605,630,4,29,4,0
10,Cider,25,629,635,661,6,32,6,0
7,Gin and Tonic,40,508,666,706,158,198,158,0
1,Gin and Tonic,40,685,712,752,27,67,27,0
2,Martini,60,226,757,818,531,592,531,0
12,Gin and Tonic,40,781,823,863,42,82,42,0
17,White Wine,25,851,868,893,17,42,17,0
1,White Wine,25,862,899,924,37,62,37,0
18,Beer,25,901,929,954,28,53,28,0
2,Beer,25,928,960,985,32,57,32,0
7,Gin and Tonic,40,817,990,1031,173,214,173,0
10,Draft Beer,50,761,1036,1086,275,325,275,0
13,Martini,60,651,1091,1151,440,500,440,0
7,White Wine,25,1141,1157,1182,16,41,16,0
22,Draft Beer,50,1101,1187,1237,86,136,86,0
24,White Wine,25,1201,1243,1268,42,67,42,0
10,Draft Beer,50,1186,1273,1323,87,137,87,0
25,Draft Beer,50,1251,1329,1379,78,128,78,0
27,Vodka shot,20,1351,1384,1404,33,53,33,0
7,White Wine,25,1332,1409,1435,77,103,77,0
28,White Wine,25,1401,1440,1465,39,64,39,0
10,Red Wine,25,1424,1471,1496,47,72,47,0
25,Cider,25,1479,1501,1526,22,47,22,0
29,Gin and Tonic,40,1451,1531,1572,80,121,80,0
2,Martini,60,1085,1577,1637,492,552,492,0
28,Draft Beer,50,1616,1642,1692,26,76,26,0
29,Beer,25,1682,1697,1723,15,41,15,0
22,Martini,60,1338,1728,1788,390,450,390,0
2,Vodka shot,20,1747,1793,1813,46,66,46,0
6,Martini,60,301,1818,1879,1517,1578,1517,0
17,Cosmopolitan,65,1044,1884,1949,840,905,840,0
22,Martini,60,1898,1954,2014,56,116,56,0
17,Tequila shot,20,1999,2020,2040,21,41,21,0
6,Red Wine,25,1989,2045,2070,56,81,56,0
23,Cosmopolitan,65,1151,2075,2140,924,989,924,0
17,Cosmopolitan,65,2043,2146,2211,103,168,103,0
18,Bloody Mary,70,1055,2216,2286,1161,1231,1161,0
17,Red Wine,25,2261,2291,2316,30,55,30,0
22,Bloody Mary,70,2125,2322,2392,197,267,197,0
0,Bloody Mary,70,177,2397,2467,2220,2290,2220,0
14,Bloody Mary,70,701,2473,2543,1772,1842,1772,0
22,Martini,60,2542,2548,2608,6,66,6,0
27,Bloody Mary,70,1407,2613,2684,1206,1277,1206,0
16,Bloody Mary,70,801,2689,2759,1888,1958,1888,0
14,Bloody Mary,70,2693,2764,2835,71,142,71,0
27,White Wine,25,2834,2840,2865,6,31,6,0
23,Margarita,75,2191,2870,2946,679,755,679,0
16,Cider,25,2909,2951,2976,42,67,42,0
8,Mojito,75,401,2981,3056,2580,2655,2580,0
14,Tequila shot,20,2985,3061,3082,76,97,76,0
27,Red Wine,25,3015,3087,3112,72,97,72,0
16,Beer,25,3076,3117,3142,41,66,41,0
14,Draft Beer,50,3085,3147,3197,62,112,62,0
8,Cider,25,3167,3203,3228,36,61,36,0
23,Martini,60,3026,3233,3293,207,267,207,0
14,Martini,60,3298,3299,3359,1,61,1,0
8,Red Wine,25,3328,3364,3389,36,61,36,0
16,Cosmopolitan,65,3242,3394,3460,152,218,152,0
27,Cosmopolitan,65,3262,3465,3530,203,268,203,0
16,Gin and Tonic,40,3510,3536,3576,26,66,26,0
8,Cider,25,3540,3581,3606,41,66,41,0
19,Mojito,75,951,3611,3686,2660,2735,2660,0
0,Margarita,75,2618,3692,3767,1074,1149,1074,0
8,Tequila shot,20,3706,3772,3792,66,86,66,0
23,Mojito,75,3404,3798,3873,394,469,394,0
0,Cider,25,3847,3878,3903,31,56,31,0
4,Margarita,75,619,3908,3983,3289,3364,3289,0
23,Cosmopolitan,65,3983,3989,4054,6,71,6,0
0,Gin and Tonic,40,4003,4059,4099,56,96,56,0
9,Margarita,75,451,4105,4180,3654,3729,3654,0
4,Margarita,75,4064,4185,4260,121,196,121,0
12,Pina Colada,100,973,4266,4366,3293,3393,3293,0
4,Tequila shot,20,4341,4371,4391,30,50,30,0
4,Bloody Mary,70,4394,4396,4467,2,73,2,0
15,Pina Colada,100,751,4472,4572,3721,3821,3721,0
12,Mojito,75,4486,4578,4653,92,167,92,0
11,Pina Colada,100,603,4658,4758,4055,4155,4055,0
15,Red Wine,25,4693,4764,4789,71,96,71,0
12,Martini,60,4763,4794,4854,31,91,31,0
18,Pina Colada,100,2437,4860,4960,2423,2523,2423,0
11,Vodka shot,20,4879,4965,4985,86,106,86,0
15,Cosmopolitan,65,4939,4991,5056,52,117,52,0
11,Margarita,75,4989,5061,5136,72,147,72,0
15,Beer,25,5106,5142,5167,36,61,36,0
18,Bloody Mary,70,5080,5172,5242,92,162,92,0
11,Margarita,75,5217,5248,5323,31,106,31,0
