PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,1,2,27,1,26,1,0
1,Cider,25,51,51,76,0,25,0,0
2,Cider,25,101,101,126,0,25,0,0
1,Tequila shot,20,176,206,226,30,50,30,0
4,White Wine,25,201,287,312,86,111,86,0
1,Red Wine,25,230,428,454,198,224,198,0
0,Bloody Mary,20,177,232,535,55,358,55,1
6,Beer,25,301,540,565,239,264,239,0
7,Beer,25,351,570,596,219,245,219,0
8,Gin and Tonic,40,401,657,697,256,296,256,0
2,Martini,10,226,373,712,147,486,147,1
10,Beer,25,501,828,854,327,353,327,0
5,Martini,10,251,459,869,208,618,208,1
11,Gin and Tonic,40,551,874,915,323,364,323,0
12,Tequila shot,20,601,920,940,319,339,319,0
3,B52,50,151,151,1106,0,955,0,3
6,White Wine,25,665,1111,1137,446,472,446,0
14,Cider,25,701,1253,1278,552,577,552,0
9,Mojito,25,451,717,1364,266,913,266,1
16,Gin and Tonic,40,801,1369,1410,568,609,568,0
4,Margarita,25,463,773,1551,310,1088,310,1
17,Draft Beer,50,851,1557,1607,706,756,706,0
18,Gin and Tonic,40,901,1612,1652,711,751,711,0
19,Gin and Tonic,40,951,1713,1753,762,802,762,0
10,White Wine,25,954,1759,1784,805,830,805,0
5,White Wine,25,979,1789,1815,810,836,810,0
1,Pina Colada,50,604,945,1870,341,1266,341,1
20,Beer,25,1001,1875,1901,874,900,874,0
11,Beer,25,1025,1906,1931,881,906,881,0
0,Pina Colada,50,685,1142,2264,457,1579,457,1
7,Margarita,25,696,1197,2350,501,1654,501,1
26,Draft Beer,50,1301,2467,2517,1166,1216,1166,0
15,Martini,10,751,1283,2533,532,1782,532,1
27,White Wine,25,1351,2538,2564,1187,1213,1187,0
28,Draft Beer,50,1401,2624,2675,1223,1274,1223,0
29,White Wine,25,1451,2680,2705,1229,1254,1229,0
8,Bloody Mary,20,807,1415,2730,608,1923,608,1
9,Draft Beer,50,1475,2736,2786,1261,1311,1261,0
2,Pina Colada,50,823,1471,2897,648,2074,648,1
17,White Wine,25,1708,2958,2983,1250,1275,1250,0
12,Bloody Mary,20,944,1658,3009,714,2065,714,1
19,Vodka shot,20,1864,3069,3089,1205,1225,1205,0
10,White Wine,25,1934,3094,3120,1160,1186,1160,0
21,Mojito,25,1051,1937,3205,886,2154,886,1
20,Red Wine,25,2001,3266,3291,1265,1290,1265,0
11,Gin and Tonic,40,2032,3296,3337,1264,1305,1264,0
22,Pina Colada,50,1101,2047,3448,946,2347,946,1
3,Pina Colada,50,1117,2103,3503,986,2386,986,1
23,Cosmopolitan,15,1151,2159,3523,1008,2372,1008,1
0,Cider,25,2385,3584,3609,1199,1224,1199,0
25,Bloody Mary,20,1251,2356,3635,1105,2384,1105,1
7,Draft Beer,50,2431,3640,3690,1209,1259,1209,0
6,Martini,10,1287,2411,3705,1124,2418,1124,1
14,Cosmopolitan,15,1378,2569,3782,1191,2404,1191,1
15,Beer,25,2643,3787,3812,1144,1169,1144,0
27,Vodka shot,20,2714,3817,3838,1103,1124,1103,0
16,Pina Colada,50,1520,2792,3949,1272,2429,1272,1
9,Red Wine,25,2887,4065,4090,1178,1203,1178,0
4,Pina Colada,50,1632,2902,4146,1270,2514,1270,1
2,Tequila shot,20,3018,4151,4171,1133,1153,1133,0
18,Martini,10,1763,3014,4187,1251,2424,1251,1
5,Bloody Mary,20,1965,3125,4379,1160,2414,1160,1
1,Pina Colada,50,1990,3210,4435,1220,2445,1220,1
21,Red Wine,25,3316,4495,4521,1179,1205,1179,0
13,B52,50,651,1001,4576,350,3925,350,3
3,White Wine,25,3623,4859,4885,1236,1262,1236,0
0,Cider,25,3710,4890,4915,1180,1205,1180,0
25,Tequila shot,20,3785,4976,4996,1191,1211,1191,0
7,Red Wine,25,3791,5002,5027,1211,1236,1211,0
14,Beer,25,3832,5087,5113,1255,1281,1255,0
27,Draft Beer,50,3841,5118,5168,1277,1327,1277,0
15,Cider,25,3912,5229,5254,1317,1342,1317,0
8,Martini,10,2881,4010,5325,1129,2444,1129,1
19,Cosmopolitan,15,3093,4192,5511,1099,2418,1099,1
4,Red Wine,25,4266,5517,5542,1251,1276,1251,0
17,Bloody Mary,20,3134,4248,5623,1114,2489,1114,1
