PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,5,0,1,37,1,37,1,2
1,Cider,5,50,50,86,0,36,0,2
2,Cider,5,100,100,136,0,36,0,2
1,Tequila shot,10,187,197,269,10,82,10,1
4,White Wine,5,200,243,451,43,251,43,2
5,Red Wine,5,250,321,570,71,320,71,2
6,Beer,5,300,383,658,83,358,83,2
7,Beer,5,350,456,761,106,411,106,2
4,Tequila shot,10,601,767,1010,166,409,166,1
0,Bloody Mary,10,187,212,1057,25,870,25,6
8,Gin and Tonic,10,400,518,1119,118,719,118,3
2,Martini,10,237,290,1150,53,913,53,5
11,Beer,5,550,694,1191,144,641,144,2
1,Martini,10,272,352,1347,80,1075,80,5
5,White Wine,5,720,906,1543,186,823,186,2
12,Gin and Tonic,10,600,741,1668,141,1068,141,3
16,Cider,5,800,1031,1772,231,972,231,2
7,Gin and Tonic,10,862,1124,2361,262,1499,262,3
23,White Wine,5,1150,1460,2387,310,1237,310,2
24,White Wine,5,1200,1507,2427,307,1227,307,2
0,Beer,5,1207,1523,2438,316,1231,316,2
8,Beer,5,1229,1564,2463,335,1234,335,2
4,Gin and Tonic,10,1013,1321,2632,308,1619,308,3
22,Gin and Tonic,10,1100,1414,2739,314,1639,314,3
9,Mojito,5,450,575,2873,125,2423,125,7
5,White Wine,5,1693,2118,3007,425,1314,425,2
20,Draft Beer,10,1000,1305,3069,305,2069,305,4
10,Margarita,5,500,637,3126,137,2626,137,7
17,Martini,10,850,1093,3188,243,2338,243,5
1,Draft Beer,10,1457,1901,3683,444,2226,444,4
18,Bloody Mary,10,900,1171,3714,271,2814,271,6
22,Vodka shot,10,2850,3286,3745,436,895,436,1
7,White Wine,5,2471,2852,3771,381,1300,381,2
24,White Wine,5,2578,3012,3921,434,1343,434,2
6,Margarita,5,758,984,3931,226,3173,226,7
21,Bloody Mary,10,1050,1367,3993,317,2943,317,6
16,Draft Beer,10,1872,2320,4086,448,2214,448,4
29,Martini,10,1450,1869,4117,419,2667,419,5
9,White Wine,5,2983,3426,4329,443,1346,443,2
26,Cosmopolitan,5,1300,1704,4370,404,3070,404,6
28,Bloody Mary,10,1400,1808,4417,408,3017,408,6
13,Pina Colada,10,650,829,4448,179,3798,179,9
10,Red Wine,5,3207,3642,4520,435,1313,435,2
25,Mojito,5,1250,1595,4639,345,3389,345,7
23,Draft Beer,10,2537,2925,4700,388,2163,388,4
15,Pina Colada,10,750,953,4731,203,3981,203,9
12,Cosmopolitan,5,1778,2211,4819,433,3041,433,6
6,Vodka shot,10,4012,4422,4850,410,838,410,1
22,Cider,5,3748,4153,5015,405,1267,405,2
17,Gin and Tonic,10,3299,3750,5030,451,1731,451,3
19,Pina Colada,10,950,1243,5077,293,4127,293,9
7,Beer,5,3921,4350,5211,429,1290,429,2
26,Tequila shot,10,4421,4824,5258,403,837,403,1
4,Martini,10,2742,3163,5366,421,2624,421,5
3,B52,10,150,150,5428,0,5278,0,19
29,Red Wine,5,4227,4659,5500,432,1273,432,2
